date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:16:01	263/263	---M--	200	added ('OK')	application/manifest+json	etag:%22053100cb84a50d2ae7f5492f7dd7f25e%22	https://asimshakoordev.vercel.app/Favicon/site.webmanifest	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Favicon/site.webmanifest	(from https://asimshakoordev.vercel.app/)
05:16:01	215307/215307	---M--	200	added ('OK')	application/pdf	etag:%2246fc9633771ec2267ac20058b6fcd569%22	https://asimshakoordev.vercel.app/Download%20CV/Resume.pdf	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Download%20CV/Resume.pdf	(from https://asimshakoordev.vercel.app/)
05:16:02	40786/40786	---M--	200	added ('OK')	image/webp	etag:%22c34675c6215add4aecb8de7b2c120973%22	https://asimshakoordev.vercel.app/Images/asim1-Photoroom.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/asim1-Photoroom.webp	(from https://asimshakoordev.vercel.app/)
05:16:03	259976/259976	---M--	200	added ('OK')	image/webp	etag:%22c9e78aae4c419f297a1523bce55389bd%22	https://asimshakoordev.vercel.app/Images/Portfolio/cocktail.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Portfolio/cocktail.webp	(from https://asimshakoordev.vercel.app/)
05:16:03	53092/53092	---M--	200	added ('OK')	image/webp	etag:%229dcd1773c0e865cb4bf9ad5ec2e62ae8%22	https://asimshakoordev.vercel.app/Images/Portfolio/andalem.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Portfolio/andalem.webp	(from https://asimshakoordev.vercel.app/)
05:16:03	71158/71158	---M--	200	added ('OK')	image/webp	etag:%2241f80d08f4cf83cbe374f68129c1f20e%22	https://asimshakoordev.vercel.app/Images/Portfolio/afribbean.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Portfolio/afribbean.webp	(from https://asimshakoordev.vercel.app/)
05:16:04	43784/43784	---M--	200	added ('OK')	image/webp	etag:%22af401f8c94825fa81543d5fbff9ea70b%22	https://asimshakoordev.vercel.app/Images/Portfolio/shaheen-school-mang.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Portfolio/shaheen-school-mang.webp	(from https://asimshakoordev.vercel.app/)
05:16:04	124580/124580	---M--	200	added ('OK')	image/webp	etag:%22d0fd71cec1be2928abdccf50982645f4%22	https://asimshakoordev.vercel.app/Images/Portfolio/pioneer-nest.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Portfolio/pioneer-nest.webp	(from https://asimshakoordev.vercel.app/)
05:16:05	64096/64096	---M--	200	added ('OK')	image/webp	etag:%2280d499b6d1a24da428f309c27d8cb730%22	https://asimshakoordev.vercel.app/Images/Portfolio/mk-car-stock.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Portfolio/mk-car-stock.webp	(from https://asimshakoordev.vercel.app/)
05:16:05	72734/72734	---M--	200	added ('OK')	image/webp	etag:%223f0eafdd2c0e6f720936dde9c7c18b16%22	https://asimshakoordev.vercel.app/Images/Portfolio/kitchen-mate.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Portfolio/kitchen-mate.webp	(from https://asimshakoordev.vercel.app/)
05:16:06	132372/132372	---M--	200	added ('OK')	image/webp	etag:%22685c706b7b18d06dd5eccb5ef64a73b4%22	https://asimshakoordev.vercel.app/Images/Portfolio/interdyne-main.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Portfolio/interdyne-main.webp	(from https://asimshakoordev.vercel.app/)
05:16:06	61532/61532	---M--	200	added ('OK')	image/webp	etag:%22ddf61d1c3786557ffdf552c6636295ed%22	https://asimshakoordev.vercel.app/Images/Portfolio/crm.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Portfolio/crm.webp	(from https://asimshakoordev.vercel.app/)
05:16:07	28808/28808	---M--	200	added ('OK')	image/webp	etag:%221ba8f0b73ee7a7d52c0232c8704b913a%22	https://asimshakoordev.vercel.app/Images/Portfolio/grabandgo.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Portfolio/grabandgo.webp	(from https://asimshakoordev.vercel.app/)
05:16:07	87484/87484	---M--	200	added ('OK')	image/webp	etag:%2268db4cda015715d0e4b44041f66a84db%22	https://asimshakoordev.vercel.app/Images/Portfolio/dabraida.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Portfolio/dabraida.webp	(from https://asimshakoordev.vercel.app/)
05:16:08	153660/153660	---M--	200	added ('OK')	image/webp	etag:%22aee13a322eb66a73cd8a6d9237044a18%22	https://asimshakoordev.vercel.app/Images/Portfolio/pizza.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Portfolio/pizza.webp	(from https://asimshakoordev.vercel.app/)
05:16:08	203424/203424	---M--	200	added ('OK')	image/webp	etag:%2248e9dc6976fbcbb2e1825947bc771a4c%22	https://asimshakoordev.vercel.app/Images/Portfolio/hendersonreality.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Portfolio/hendersonreality.webp	(from https://asimshakoordev.vercel.app/)
05:16:08	40554/40554	---M--	200	added ('OK')	image/webp	etag:%22adec047580c1daf8413cd48a7f5811fb%22	https://asimshakoordev.vercel.app/Images/Portfolio/buyer%20dashboard.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Portfolio/buyer%20dashboard.webp	(from https://asimshakoordev.vercel.app/)
05:16:10	31436/31436	---M--	200	added ('OK')	image/webp	etag:%22dfa009e046fbdec4f7f623231143d98c%22	https://asimshakoordev.vercel.app/Images/Portfolio/AdminDashboard.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Portfolio/AdminDashboard.webp	(from https://asimshakoordev.vercel.app/)
05:16:10	216622/216622	---M--	200	added ('OK')	image/webp	etag:%22770995ead89a0d4d1ddcac0cd8f0bbb6%22	https://asimshakoordev.vercel.app/Images/Portfolio/buy-properties.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Portfolio/buy-properties.webp	(from https://asimshakoordev.vercel.app/)
05:16:10	122432/122432	---M--	200	added ('OK')	image/webp	etag:%22f3f192182b245062a30cde7f939cdaf9%22	https://asimshakoordev.vercel.app/Images/Portfolio/developments.pt.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Portfolio/developments.pt.webp	(from https://asimshakoordev.vercel.app/)
05:16:11	61160/61160	---M--	200	added ('OK')	image/webp	etag:%221b3a5dcbec6796d901bd8d532a6fc167%22	https://asimshakoordev.vercel.app/Images/Portfolio/mustcon.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Portfolio/mustcon.webp	(from https://asimshakoordev.vercel.app/)
05:16:13	204434/204434	---M--	200	added ('OK')	image/webp	etag:%227319976744ec37a8c719d55bc972cf6c%22	https://asimshakoordev.vercel.app/Images/Portfolio/fypms.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Portfolio/fypms.webp	(from https://asimshakoordev.vercel.app/)
05:16:13	77482/77482	---M--	200	added ('OK')	image/webp	etag:%222e29e2717028a862e5ed6b89ca791137%22	https://asimshakoordev.vercel.app/Images/Portfolio/goofood.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Portfolio/goofood.webp	(from https://asimshakoordev.vercel.app/)
05:16:14	88460/88460	---M--	200	added ('OK')	image/webp	etag:%22ea5ac239298a89c2fc81cf1a4f4ad7d5%22	https://asimshakoordev.vercel.app/Images/Portfolio/foodcorner.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Portfolio/foodcorner.webp	(from https://asimshakoordev.vercel.app/)
05:16:14	15724/15724	---M--	200	added ('OK')	image/webp	etag:%220b921a348107660712cf659201c4dd1d%22	https://asimshakoordev.vercel.app/Images/Portfolio/sparkle.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Portfolio/sparkle.webp	(from https://asimshakoordev.vercel.app/)
05:16:15	39386/39386	---M--	200	added ('OK')	image/webp	etag:%224997b1537abeddd82abc7e9f2deb0bd7%22	https://asimshakoordev.vercel.app/Images/Portfolio/dashboarddd.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Portfolio/dashboarddd.webp	(from https://asimshakoordev.vercel.app/)
05:16:15	51446/51446	---M--	200	added ('OK')	image/webp	etag:%2206e880c2e0016756a577592411b8a2a2%22	https://asimshakoordev.vercel.app/Images/Portfolio/cardsssss.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Portfolio/cardsssss.webp	(from https://asimshakoordev.vercel.app/)
05:16:16	48192/48192	---M--	200	added ('OK')	image/webp	etag:%22e1acab0770484851bfd360ed852c8442%22	https://asimshakoordev.vercel.app/Images/Portfolio/tasks.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Portfolio/tasks.webp	(from https://asimshakoordev.vercel.app/)
05:16:17	9254/9254	---M--	200	added ('OK')	image/webp	etag:%22af135936c3bda46e4375bc90cb897dd8%22	https://asimshakoordev.vercel.app/Images/Portfolio/chatapp.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Portfolio/chatapp.webp	(from https://asimshakoordev.vercel.app/)
05:16:18	100904/100904	---M--	200	added ('OK')	image/webp	etag:%22fdfee95ea29a81e8dcc9fb73ade6e516%22	https://asimshakoordev.vercel.app/Images/Portfolio/social.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Portfolio/social.webp	(from https://asimshakoordev.vercel.app/)
05:16:19	213524/213524	---M--	200	added ('OK')	image/webp	etag:%22aed5849ada63e90b735e91209b4e7009%22	https://asimshakoordev.vercel.app/Images/Portfolio/entertainment.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Portfolio/entertainment.webp	(from https://asimshakoordev.vercel.app/)
05:16:20	132624/132624	---M--	200	added ('OK')	image/webp	etag:%223515f46f442808be0b0085f87e5df5ea%22	https://asimshakoordev.vercel.app/Images/Portfolio/image14.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Portfolio/image14.webp	(from https://asimshakoordev.vercel.app/)
05:16:20	27628/27628	---M--	200	added ('OK')	image/webp	etag:%2252346ff9ff5bef1e617068fdf27c5b9f%22	https://asimshakoordev.vercel.app/Images/Portfolio/PhotoFolio.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Portfolio/PhotoFolio.webp	(from https://asimshakoordev.vercel.app/)
05:16:21	18834/18834	---M--	200	added ('OK')	image/webp	etag:%2296a7e5d0bbd4a519e8d9c83d19289d76%22	https://asimshakoordev.vercel.app/Images/janascript%20projects/todoapp.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/janascript%20projects/todoapp.webp	(from https://asimshakoordev.vercel.app/)
05:16:22	14306/14306	---M--	200	added ('OK')	image/webp	etag:%2247ff26abe2368d19e29daea2cd646ffe%22	https://asimshakoordev.vercel.app/Images/janascript%20projects/Expensetracker.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/janascript%20projects/Expensetracker.webp	(from https://asimshakoordev.vercel.app/)
05:16:23	12946/12946	---M--	200	added ('OK')	image/webp	etag:%2282e919d4dd9c59dd5e85e71136732cda%22	https://asimshakoordev.vercel.app/Images/janascript%20projects/tictactoe.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/janascript%20projects/tictactoe.webp	(from https://asimshakoordev.vercel.app/)
05:16:24	15076/15076	---M--	200	added ('OK')	image/webp	etag:%2237b1713f0e56f7d8530e9d7ec8ca6f23%22	https://asimshakoordev.vercel.app/Images/janascript%20projects/analog%20Clock.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/janascript%20projects/analog%20Clock.webp	(from https://asimshakoordev.vercel.app/)
05:16:24	19376/19376	---M--	200	added ('OK')	image/webp	etag:%22ba52b362566cb0b7dd9243f9f9952e57%22	https://asimshakoordev.vercel.app/Images/janascript%20projects/calculator.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/janascript%20projects/calculator.webp	(from https://asimshakoordev.vercel.app/)
05:16:25	15150/15150	---M--	200	added ('OK')	image/webp	etag:%22c591a5fa6477987346cd7781138f1711%22	https://asimshakoordev.vercel.app/Images/janascript%20projects/stopwatch.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/janascript%20projects/stopwatch.webp	(from https://asimshakoordev.vercel.app/)
05:16:26	7532/7532	---M--	200	added ('OK')	image/webp	etag:%2230d12edb3340454a843bd5456fa2f262%22	https://asimshakoordev.vercel.app/Images/janascript%20projects/Temperature.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/janascript%20projects/Temperature.webp	(from https://asimshakoordev.vercel.app/)
05:16:27	11706/11706	---M--	200	added ('OK')	image/webp	etag:%225d0d3e042c79b10535b316fd59e1619c%22	https://asimshakoordev.vercel.app/Images/janascript%20projects/wordcount.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/janascript%20projects/wordcount.webp	(from https://asimshakoordev.vercel.app/)
05:16:29	71044/71044	---M--	200	added ('OK')	image/webp	etag:%2210ef95199b8c1f86fb8ef39ea3962388%22	https://asimshakoordev.vercel.app/Images/janascript%20projects/snakegame.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/janascript%20projects/snakegame.webp	(from https://asimshakoordev.vercel.app/)
05:16:29	87694/87694	---M--	200	added ('OK')	image/webp	etag:%22c2c64c95f0ae948c44a56c341ef00f89%22	https://asimshakoordev.vercel.app/Images/Certificates/meta%20front%20end.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Certificates/meta%20front%20end.webp	(from https://asimshakoordev.vercel.app/)
05:16:30	60908/60908	---M--	200	added ('OK')	image/webp	etag:%22bfb68b2a7943b740ff0af5254bb107f9%22	https://asimshakoordev.vercel.app/Images/Certificates/intro%20front%20end.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Certificates/intro%20front%20end.webp	(from https://asimshakoordev.vercel.app/)
05:16:31	63426/63426	---M--	200	added ('OK')	image/webp	etag:%22e2cef8288b324974b05f8e3aff15df14%22	https://asimshakoordev.vercel.app/Images/Certificates/html%20css%20depth.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Certificates/html%20css%20depth.webp	(from https://asimshakoordev.vercel.app/)
05:16:31	55404/55404	---M--	200	added ('OK')	image/webp	etag:%2232b0683a1595881fc94e6b58dd5716b3%22	https://asimshakoordev.vercel.app/Images/Certificates/javascript.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Certificates/javascript.webp	(from https://asimshakoordev.vercel.app/)
05:16:33	54890/54890	---M--	200	added ('OK')	image/webp	etag:%224115ddfe36745c050d9e73de4def725b%22	https://asimshakoordev.vercel.app/Images/Certificates/version%20control.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Certificates/version%20control.webp	(from https://asimshakoordev.vercel.app/)
05:16:33	68668/68668	---M--	200	added ('OK')	image/webp	etag:%221cfa083fc4bdbd96e8d765a974f34903%22	https://asimshakoordev.vercel.app/Images/Certificates/react%20basics.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Certificates/react%20basics.webp	(from https://asimshakoordev.vercel.app/)
05:16:36	61524/61524	---M--	200	added ('OK')	image/webp	etag:%22f8e359fc81fdef36a6f63e0a102219f5%22	https://asimshakoordev.vercel.app/Images/Certificates/advance%20react.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Certificates/advance%20react.webp	(from https://asimshakoordev.vercel.app/)
05:16:37	60316/60316	---M--	200	added ('OK')	image/webp	etag:%2249563130d046bd468264aeec5088ebe3%22	https://asimshakoordev.vercel.app/Images/Certificates/uiux.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Certificates/uiux.webp	(from https://asimshakoordev.vercel.app/)
05:16:43	233698/233698	---M--	200	added ('OK')	image/webp	etag:%2259dfb5e44af15fbd802ab3f1b232d40c%22	https://asimshakoordev.vercel.app/Images/Certificates/Front%20End%20Capstone.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Certificates/Front%20End%20Capstone.webp	(from https://asimshakoordev.vercel.app/)
05:16:44	63344/63344	---M--	200	added ('OK')	image/webp	etag:%22ebab9289f1a86bc0d736d222ec7ba932%22	https://asimshakoordev.vercel.app/Images/Certificates/coding.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Certificates/coding.webp	(from https://asimshakoordev.vercel.app/)
05:16:45	375098/375098	---M--	200	added ('OK')	image/webp	etag:%225c4471d63f0ecb10779ed8fb8c90ca6c%22	https://asimshakoordev.vercel.app/Images/Certificates/backend%20spec.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Certificates/backend%20spec.webp	(from https://asimshakoordev.vercel.app/)
05:16:48	235528/235528	---M--	200	added ('OK')	image/webp	etag:%22309dd354fac3de9d85d5fb1e47654923%22	https://asimshakoordev.vercel.app/Images/Certificates/backend%20intro.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Certificates/backend%20intro.webp	(from https://asimshakoordev.vercel.app/)
05:16:50	232236/232236	---M--	200	added ('OK')	image/webp	etag:%22245e4b2e2bf8f77ad345d71037b3c0ab%22	https://asimshakoordev.vercel.app/Images/Certificates/backend%20python.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Certificates/backend%20python.webp	(from https://asimshakoordev.vercel.app/)
05:16:54	240256/240256	---M--	200	added ('OK')	image/webp	etag:%22e7a6748b0c176ab80e72c4637a1bbfcc%22	https://asimshakoordev.vercel.app/Images/Certificates/backend%20database.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Certificates/backend%20database.webp	(from https://asimshakoordev.vercel.app/)
05:16:54	232642/232642	---M--	200	added ('OK')	image/webp	etag:%2235b57861259cdc74723e61d7899dbf35%22	https://asimshakoordev.vercel.app/Images/Certificates/backend%20django.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Certificates/backend%20django.webp	(from https://asimshakoordev.vercel.app/)
05:16:55	227506/227506	---M--	200	added ('OK')	image/webp	etag:%2264da085ec5b2f04c02ec0bd5c048dfba%22	https://asimshakoordev.vercel.app/Images/Certificates/Backend%20api.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Certificates/Backend%20api.webp	(from https://asimshakoordev.vercel.app/)
05:16:57	229608/229608	---M--	200	added ('OK')	image/webp	etag:%229f79cda78b7b28ff3ea54b072637e7c0%22	https://asimshakoordev.vercel.app/Images/Certificates/backend%20fullstack.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Certificates/backend%20fullstack.webp	(from https://asimshakoordev.vercel.app/)
05:16:58	233914/233914	---M--	200	added ('OK')	image/webp	etag:%2287f116167c80c6e14dc4c2ab9c52f3ef%22	https://asimshakoordev.vercel.app/Images/Certificates/Back-End%20Developer%20Capstone.webp	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/Certificates/Back-End%20Developer%20Capstone.webp	(from https://asimshakoordev.vercel.app/)
05:16:58	193875/193875	---M--	200	added ('OK')	image/png	etag:%227d2fb7c8ca42dc39bb19218b257dd359%22	https://asimshakoordev.vercel.app/Images/asim1.png	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Images/asim1.png	(from https://asimshakoordev.vercel.app/)
05:16:59	14239/14239	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2017%20Sep%202025%2018:38:18%20GMT	https://unpkg.com/aos@2.3.1/dist/aos.js	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/unpkg.com/aos@2.3.1/dist/aos.js	(from https://asimshakoordev.vercel.app/)
05:17:01	9843/9843	---M-Z	200	added ('OK')	application/javascript	etag:%22654be8dc-c1c%22	https://cdnjs.cloudflare.com/ajax/libs/typed.js/2.1.0/typed.umd.js	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/cdnjs.cloudflare.com/ajax/libs/typed.js/2.1.0/typed.umd.js	(from https://asimshakoordev.vercel.app/)
05:17:03	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%222e4e1f299c562a98284fc9ef754d61ab%22	https://asimshakoordev.vercel.app/Javascript/jquery.min.js	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Javascript/jquery.min.js	(from https://asimshakoordev.vercel.app/)
05:17:04	11663/11663	---MCZ	200	added ('OK')	application/javascript	etag:W/%221a2dc0d5c3089e29c6854b76418c2af6%22	https://asimshakoordev.vercel.app/Javascript/script.js	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/Javascript/script.js	(from https://asimshakoordev.vercel.app/)
05:17:05	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2007%20Nov%202025%2000:17:05%20GMT	https://asimshakoordev.vercel.app/CSS/CSS/Lyon%20Text%20Regular/LyonText-Regular.ttf	C:/Users/Prime%20Laptops/OneDrive/Desktop/web-tempate/portfolio/asimshakoordev.vercel.app/CSS/CSS/Lyon%20Text%20Regular/LyonText-Regular.49.delayed	(from https://asimshakoordev.vercel.app/CSS/style.css)
